time,x,y,z
2278,4.443,-5.960,4.184
2288,4.409,-5.711,4.739
2303,4.380,-5.998,5.261
2314,4.313,-6.305,5.639
2325,4.261,-6.712,6.027
2333,4.203,-6.975,6.755
2344,4.615,-7.277,8.450
2361,4.787,-7.310,7.339
2371,4.553,-6.760,7.502
2378,4.175,-5.084,8.004
2390,3.538,-3.442,7.818
2400,3.624,-3.796,6.937
2415,2.997,-3.452,6.587
2424,2.662,-3.184,6.769
2434,2.724,-3.083,6.860
2444,2.494,-3.227,7.061
2460,2.532,-2.810,7.454
2467,2.853,-2.518,8.430
2475,3.078,-2.475,8.991
2490,3.011,-2.978,9.148
2501,3.030,-3.083,9.163
2511,2.930,-2.609,9.249
2522,3.102,-1.915,9.153
2533,3.088,-2.480,9.086
2543,3.011,-2.987,8.804
2556,3.083,-3.318,8.991
2568,3.547,-4.802,9.105
2580,3.586,-3.868,9.306
2594,3.351,-3.265,9.019
2605,3.217,-2.475,8.938
2615,3.284,-2.231,8.804
2626,3.308,-2.853,8.603
2637,3.394,-3.389,8.660
2652,3.610,-4.122,8.584
2662,3.739,-4.787,8.608
2673,3.811,-5.003,8.742
2683,4.897,-4.725,9.139
2695,3.854,-3.514,9.417
2704,3.811,-3.145,9.455
2720,3.543,-3.509,9.220
2730,3.399,-3.543,8.938
2739,3.222,-3.763,8.440
2750,3.112,-4.352,7.976
2761,3.452,-4.668,7.985
2770,3.337,-4.787,7.966
2786,3.370,-4.634,8.081
2797,3.447,-4.194,8.316
2806,3.380,-4.122,8.296
2812,3.193,-3.926,8.301
2823,3.131,-3.523,8.248
2837,3.097,-3.346,8.387
2848,3.145,-3.231,8.675
2916,3.346,-3.586,8.809
2926,3.093,-3.145,8.497
2942,2.815,-3.035,8.325
2952,2.786,-2.576,8.387
2962,2.887,-2.580,8.253
3026,3.169,-2.858,8.229
3036,3.476,-2.427,8.416
3046,3.681,-1.982,8.541
3061,3.734,-1.877,8.660
3072,3.815,-2.178,8.641
3081,3.921,-2.892,8.727
3092,4.103,-3.002,8.866
3103,4.040,-3.011,8.938
3119,4.342,-3.332,8.967
3129,4.304,-3.428,9.120
3138,4.332,-3.432,9.163
3146,4.064,-2.868,8.938
3157,3.906,-2.135,9.268
3168,4.328,-2.284,9.283
3183,4.146,-3.006,10.996
3192,3.370,-4.778,8.521
3204,3.586,-4.237,9.005
3218,3.605,-3.543,8.564
3229,3.634,-2.509,8.521
3238,3.696,-2.140,8.488
3249,3.385,-2.394,8.368
3263,2.997,-2.312,8.263
3274,3.260,-2.475,8.426
3282,3.437,-2.599,8.493
3293,3.547,-2.705,8.856
3308,3.581,-2.868,8.976
3319,3.681,-3.011,8.991
3329,3.815,-2.896,9.144
3340,3.672,-2.647,9.072
3350,3.614,-2.432,9.062
3366,3.753,-2.700,8.967
3375,3.691,-2.796,8.928
3386,3.590,-2.772,8.895
3396,3.533,-2.504,8.861
3407,3.600,-2.341,8.861
3414,3.538,-2.604,8.799
3427,3.404,-2.772,8.636
3438,3.279,-2.734,8.440
3448,3.255,-2.738,8.368
3459,3.284,-2.681,8.459
3468,3.485,-2.738,8.536
3479,3.595,-2.868,8.636
3495,4.893,-3.174,8.627
3500,3.777,-3.193,8.646
3513,3.859,-3.030,8.718
3527,3.772,-3.093,8.627
3538,3.705,-3.064,8.646
3548,4.036,-2.576,8.564
3559,3.562,-2.681,8.502
3569,3.835,-2.848,8.392
3584,3.619,-2.714,8.574
3595,3.677,-2.743,8.708
3605,4.079,-3.140,8.866
3616,3.882,-3.054,8.871
3626,4.045,-3.088,8.967
3638,4.194,-3.164,9.086
3647,4.069,-3.164,9.081
3657,4.007,-3.006,9.115
3673,3.868,-2.561,8.876
3680,3.710,-2.762,8.584
3691,3.705,-3.112,8.047
3702,3.586,-2.987,8.373
3712,3.715,-2.925,8.560
3726,3.954,-2.963,8.770
3738,3.782,-2.652,8.871
3747,3.978,-2.987,8.914
3758,4.165,-3.217,8.943
3768,4.117,-3.270,9.000
3782,4.026,-3.385,8.785
3793,3.969,-3.251,8.813
3802,3.509,-2.599,8.584
3813,3.657,-2.681,8.478
3828,3.863,-2.820,8.450
3838,3.978,-2.963,8.598
3849,3.902,-3.083,8.775
3858,3.978,-2.901,8.900
3865,3.940,-2.815,8.919
3880,3.792,-2.925,8.766
3892,3.787,-2.982,8.608
3903,4.136,-2.470,8.679
3918,3.653,-2.848,8.641
3928,3.806,-3.021,8.560
3939,3.811,-2.906,8.627
3949,3.514,-2.714,8.608
3960,3.715,-2.911,8.775
3969,4.079,-2.982,8.947
3980,3.969,-3.011,9.043
3995,3.868,-3.011,8.890
4004,3.801,-2.915,8.742
4014,3.696,-2.906,8.641
4024,3.734,-2.757,8.569
4030,3.734,-2.791,8.521
4045,3.677,-2.959,8.430
4056,3.701,-3.030,8.397
4066,3.638,-3.040,8.325
4075,3.619,-3.164,8.454
4082,3.739,-3.270,8.560
4097,3.768,-3.064,8.727
4107,3.777,-2.791,8.856
4117,3.705,-2.757,8.852
4127,3.662,-2.738,8.698
4135,3.595,-2.901,8.536
4151,3.495,-2.968,8.368
4161,3.500,-2.959,8.292
