time,x,y,z
5321,1.021,-5.525,0.591
5331,4.269,-4.494,1.158
5346,-3.727,-4.993,1.537
5356,-16.722,-4.239,0.351
5366,13.863,-6.601,-2.307
5375,24.954,-6.462,-2.386
5386,19.782,-5.448,-2.792
5397,-2.742,-4.759,-1.947
5410,-8.651,-5.707,-3.117
5420,-9.664,-7.123,-0.491
5431,-22.429,-3.187,-3.388
5440,-8.978,-1.968,-6.191
5455,-2.042,-2.9,-7.246
5465,-3.261,-4.709,-8.349
5475,-10.076,-4.936,-10.864
5486,-8.131,-5.886,-9.778
5497,-13.323,-6.077,-6.822
5507,-12.011,-2.789,-7.097
5521,-16.542,-1.205,-2.762
5531,-1.197,-4.305,-4.803
5538,-3.857,-6.644,-8.854
5549,9.999,-3.576,-8.968
5559,11.071,0.132,-16.462
5575,20.896,23.4,-21.766
5586,-1.891,33.51,-12.785
5595,-4.938,39.214,-1.219
5606,7.014,32.166,0.815
5617,1.129,20.413,5.716
5631,-7.775,12.673,9.887
5641,-3.233,4.938,8.351
5652,-4.979,0.749,3.773
5663,2.467,4.636,-0.27
5674,-6.793,5.977,3.113
5687,-0.045,8.891,2.994
5698,-4.423,6.65,2.888
5708,-1.173,4.293,2.419
5716,-12.625,-1.326,7.862
5731,18.045,14.014,-10.11
5740,15.314,1.365,5.775
5751,-24.994,-8.452,7.931
5760,-8.018,-0.782,6.674
5771,8.85,5.334,1.658
5781,23.5,8.821,-2.524
5795,4.491,7.991,-0.419
5805,7.172,4.964,-1.404
5816,-5.51,1.912,2.974
5827,-6.354,6.008,3.648
5841,2.112,6.002,1.934
5851,3.425,9.885,0.465
5862,1.308,7.041,-0.15
5879,-3.4,9.108,0.092
5890,-6.607,7.571,0.732
5897,-17.459,9.214,1.927
5909,-13.88,2.564,-2.76
5921,-18.86,0.098,-4.338
5931,-22.934,-0.385,-3.285
5941,-14.126,7.663,-1.318
5952,-3.682,14.006,-9.39
5961,-5.343,6.882,-23.268
5971,0.081,-13.358,-38.081
5987,-14.204,-31.897,-38.31
5998,-0.612,-12.586,-1.956
6007,12.172,5.295,4.343
6018,7.216,0.679,2.22
6028,10.423,-4.814,-0.202
6036,6.021,-6.107,-0.232
6051,-2.696,-6.057,2.015
6060,-2.553,-6.254,1.166
